AusweisNr,Geschlecht,Veranstaltung,Bundesland,Inhalt,Kompetenz,Schwierigkeitsgrad,Empfohlen,AlterInJahren,Lehrabschluss,Matura,WG
7075,Frau,Übung,Steiermark,9,5,4,True,30,False,False,False
7076,Frau,Übung,Wien,2,7,4,False,25,True,True,True
7077,Mann,Vorlesung,Wien,9,8,9,False,26,False,True,True
7078,Mann,Vorlesung,Steiermark,10,3,5,True,30,False,True,False
7079,Frau,Projekt,Kärnten,10,10,3,True,23,True,False,False
7080,Frau,Übung,Kärnten,8,0,4,False,24,False,False,True
7081,Frau,Übung,Steiermark,9,5,10,True,24,False,False,True
7082,Mann,Vorlesung,Wien,10,7,8,False,25,True,True,True
7083,Mann,Vorlesung,Steiermark,3,8,9,False,20,False,True,True
7084,Frau,Projekt,Steiermark,7,10,4,True,21,True,True,False
7085,Frau,Übung,Steiermark,8,10,9,True,27,True,False,False
7086,Frau,Übung,Wien,3,8,6,True,29,True,True,True
7087,Mann,Vorlesung,Kärnten,7,10,4,True,21,True,True,True
7088,Mann,Vorlesung,Kärnten,8,10,0,False,30,False,False,False
7089,Frau,Projekt,Steiermark,8,10,2,False,20,False,False,True
7090,Frau,Übung,Steiermark,3,8,8,True,31,True,True,False
7091,Frau,Übung,Wien,7,10,4,True,21,True,True,True
7092,Mann,Vorlesung,Wien,8,10,0,False,30,False,False,False
7093,Mann,Übung,Steiermark,9,5,2,True,28,False,False,False
7094,Frau,Übung,Kärnten,10,7,1,True,30,False,True,False
7095,Frau,Vorlesung,Steiermark,3,8,1,False,24,False,True,True
7096,Frau,Vorlesung,Wien,7,10,2,True,31,True,True,True
7097,Mann,Projekt,Steiermark,8,10,0,False,30,False,False,False
7098,Mann,Vorlesung,Steiermark,3,8,2,True,25,True,True,False
7099,Frau,Projekt,Steiermark,7,10,0,True,29,True,True,False
7100,Frau,Übung,Wien,8,10,1,True,31,True,False,False
7101,Frau,Übung,Wien,2,7,3,True,24,False,True,True
7102,Mann,Vorlesung,Kärnten,9,8,7,False,24,False,True,True
7103,Mann,Vorlesung,Kärnten,10,3,4,False,29,True,True,True
7104,Frau,Projekt,Steiermark,10,10,8,False,28,False,False,False
7105,Mann,Übung,Steiermark,8,0,6,False,26,False,False,True
7106,Frau,Übung,Wien,9,5,3,False,29,True,False,False
7107,Frau,Vorlesung,Wien,2,7,10,False,31,True,True,True
7108,Frau,Vorlesung,Steiermark,9,8,3,False,20,False,True,True
7109,Mann,Projekt,Kärnten,10,3,2,False,27,True,True,True
7110,Frau,Übung,Kärnten,10,10,1,True,21,True,False,False
7111,Frau,Übung,Steiermark,8,0,6,False,26,False,False,True
7112,Mann,Vorlesung,Steiermark,9,5,5,False,31,True,False,False
7113,Mann,Vorlesung,Wien,10,7,2,False,31,True,True,True
7114,Frau,Projekt,Steiermark,3,8,3,False,26,False,True,True
7115,Frau,Übung,Steiermark,7,10,3,False,20,False,True,True
7116,Frau,Übung,Steiermark,8,10,4,False,22,False,False,False
7117,Mann,Vorlesung,Wien,3,8,9,False,20,False,True,True
7118,Mann,Vorlesung,Kärnten,7,10,2,True,31,True,True,True
7119,Frau,Projekt,Steiermark,8,10,3,True,21,True,False,False
7120,Frau,Übung,Steiermark,8,10,3,True,21,True,False,False
7121,Mann,Übung,Wien,3,8,5,False,28,False,True,False
7122,Frau,Vorlesung,Wien,7,10,7,False,24,False,True,True
7123,Frau,Vorlesung,Steiermark,8,10,9,True,27,True,False,False
7124,Frau,Projekt,Kärnten,9,5,10,True,24,False,False,True
7125,Mann,Übung,Kärnten,10,7,6,False,23,True,True,True
7126,Frau,Übung,Steiermark,3,8,1,False,24,False,True,True
7127,Mann,Vorlesung,Steiermark,7,10,6,True,23,True,True,False
7128,Mann,Vorlesung,Wien,8,10,5,True,23,True,False,False
7129,Frau,Projekt,Steiermark,3,8,2,True,25,True,True,False
7130,Frau,Übung,Steiermark,7,10,3,False,20,False,True,True
7131,Frau,Übung,Steiermark,8,10,10,False,28,False,False,False
7132,Mann,Vorlesung,Wien,2,7,2,False,23,True,True,True
7133,Mann,Vorlesung,Kärnten,9,8,0,True,29,True,True,True
7134,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
7135,Frau,Übung,Steiermark,10,10,3,True,23,True,False,False
7136,Frau,Vorlesung,Wien,8,0,6,False,26,False,False,True
7137,Mann,Vorlesung,Wien,7,10,0,True,29,True,True,True
7138,Mann,Projekt,Steiermark,8,10,4,False,22,False,False,False
7139,Frau,Projekt,Kärnten,2,7,1,True,22,False,True,False
7140,Frau,Übung,Kärnten,9,8,1,False,30,False,True,False
7141,Frau,Übung,Steiermark,10,3,2,False,27,True,True,False
7142,Mann,Vorlesung,Wien,7,10,9,False,26,False,True,True
7143,Mann,Vorlesung,Steiermark,8,10,9,True,27,True,False,False
7144,Frau,Projekt,Steiermark,2,7,8,False,29,True,True,False
7145,Frau,Übung,Steiermark,9,8,7,False,24,False,True,True
7146,Frau,Übung,Wien,10,3,8,False,21,True,True,True
7147,Mann,Vorlesung,Steiermark,10,10,9,True,29,True,False,False
7148,Mann,Vorlesung,Steiermark,8,0,9,True,29,True,False,False
7149,Frau,Projekt,Steiermark,7,10,1,False,30,False,True,False
7150,Mann,Übung,Wien,8,10,2,False,20,False,False,True
7151,Frau,Übung,Wien,2,7,1,True,22,False,True,False
7152,Frau,Vorlesung,Wien,9,8,5,False,22,False,True,False
7153,Frau,Vorlesung,Steiermark,10,3,1,True,26,False,True,True
7154,Mann,Projekt,Kärnten,10,10,5,True,25,True,False,False
7155,Frau,Übung,Kärnten,8,0,8,False,28,False,False,False
7156,Frau,Übung,Steiermark,9,5,7,False,21,True,False,False
7157,Mann,Vorlesung,Wien,10,7,3,True,20,False,True,True
7158,Mann,Vorlesung,Steiermark,3,8,4,True,27,True,True,False
7159,Frau,Projekt,Steiermark,7,10,8,True,25,True,True,False
7160,Frau,Übung,Steiermark,8,10,4,False,22,False,False,False
7161,Frau,Übung,Steiermark,3,8,3,False,26,False,True,True
7162,Mann,Vorlesung,Wien,7,10,8,True,25,True,True,True
7163,Mann,Vorlesung,Steiermark,8,10,8,False,26,False,False,True
7164,Frau,Projekt,Steiermark,8,10,0,False,30,False,False,False
7165,Frau,Übung,Steiermark,3,8,3,False,26,False,True,True
7166,Frau,Übung,Wien,7,10,2,True,31,True,True,True
7167,Mann,Vorlesung,Wien,8,10,7,True,25,True,False,False
7168,Mann,Vorlesung,Steiermark,9,5,5,False,31,True,False,False
7169,Frau,Projekt,Kärnten,10,7,5,True,22,False,True,False
7170,Frau,Übung,Kärnten,3,8,3,False,26,False,True,True
7171,Frau,Übung,Steiermark,7,10,0,True,29,True,True,False
7172,Mann,Vorlesung,Wien,8,10,8,False,26,False,False,True
7173,Mann,Vorlesung,Steiermark,3,8,8,True,31,True,True,False
7174,Frau,Projekt,Steiermark,7,10,4,True,21,True,True,False
7175,Frau,Übung,Steiermark,8,10,2,False,20,False,False,True
7176,Frau,Übung,Wien,2,7,6,False,27,True,True,True
7177,Mann,Vorlesung,Kärnten,9,8,2,True,31,True,True,True
7178,Mann,Vorlesung,Kärnten,10,3,1,True,26,False,True,True
7179,Frau,Projekt,Steiermark,7,10,8,True,25,True,True,False
7180,Frau,Übung,Steiermark,8,10,3,True,21,True,False,False
7181,Frau,Übung,Wien,2,7,0,False,21,True,True,True
7182,Mann,Vorlesung,Wien,9,8,3,False,20,False,True,True
7183,Mann,Vorlesung,Steiermark,10,3,9,True,22,False,True,False
7184,Mann,Projekt,Kärnten,10,10,8,False,28,False,False,False
7185,Frau,Übung,Kärnten,8,0,5,True,25,True,False,False
7186,Frau,Übung,Steiermark,7,10,1,False,30,False,True,False
7187,Frau,Vorlesung,Wien,8,10,10,False,28,False,False,False
7188,Mann,Vorlesung,Steiermark,2,7,1,True,22,False,True,False
7189,Frau,Übung,Wien,9,8,9,False,26,False,True,True
7190,Frau,Übung,Steiermark,10,3,9,True,22,False,True,False
7191,Frau,Vorlesung,Steiermark,9,8,5,False,22,False,True,False
7192,Mann,Vorlesung,Steiermark,10,3,4,False,29,True,True,False
7193,Mann,Projekt,Wien,10,10,5,True,25,True,False,False
7194,Frau,Projekt,Steiermark,8,0,6,False,26,False,False,True
7195,Frau,Übung,Steiermark,7,10,2,True,31,True,True,False
7196,Frau,Übung,Wien,8,10,3,True,21,True,False,False
7197,Mann,Vorlesung,Wien,2,7,3,True,24,False,True,True
7198,Mann,Vorlesung,Steiermark,9,8,0,True,29,True,True,False
7199,Frau,Projekt,Kärnten,10,3,7,True,20,False,True,True
7200,Frau,Übung,Kärnten,9,8,7,False,24,False,True,True
7201,Frau,Übung,Steiermark,10,3,9,True,22,False,True,False
7202,Mann,Übung,Wien,7,10,9,False,26,False,True,True
7203,Mann,Übung,Steiermark,8,10,9,True,27,True,False,False
7204,Frau,Vorlesung,Steiermark,2,7,4,False,25,True,True,False
7205,Frau,Vorlesung,Steiermark,9,8,9,False,26,False,True,True
7206,Frau,Projekt,Wien,10,3,8,False,21,True,True,True
7207,Mann,Vorlesung,Kärnten,10,10,5,True,25,True,False,False
7208,Mann,Vorlesung,Kärnten,8,0,6,False,26,False,False,True
7209,Mann,Projekt,Steiermark,7,10,4,True,21,True,True,False
7210,Frau,Übung,Steiermark,8,10,8,False,26,False,False,True
7211,Frau,Übung,Wien,2,7,1,True,22,False,True,False
7212,Frau,Vorlesung,Wien,9,8,4,True,21,True,True,True
7213,Mann,Vorlesung,Kärnten,10,3,7,True,20,False,True,True
7214,Frau,Projekt,Kärnten,9,8,2,True,31,True,True,True
7215,Frau,Übung,Steiermark,10,3,8,False,21,True,True,False
7216,Frau,Übung,Wien,10,10,1,True,21,True,False,False
7217,Mann,Vorlesung,Steiermark,8,0,7,True,27,True,False,False
7218,Mann,Vorlesung,Steiermark,7,10,9,False,26,False,True,True
7219,Frau,Projekt,Steiermark,9,8,7,False,24,False,True,True
7220,Frau,Übung,Steiermark,10,3,4,False,29,True,True,False
7221,Frau,Übung,Wien,7,10,1,False,30,False,True,False
7222,Mann,Vorlesung,Kärnten,8,10,1,True,31,True,False,False
7223,Mann,Vorlesung,Kärnten,2,7,7,True,28,False,True,False
7224,Frau,Projekt,Steiermark,9,8,3,False,20,False,True,True
7225,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
7226,Frau,Übung,Wien,10,10,6,False,26,False,False,True
7227,Mann,Vorlesung,Wien,8,0,1,True,21,True,False,False
7228,Mann,Vorlesung,Steiermark,7,10,9,False,26,False,True,True
7229,Frau,Projekt,Kärnten,8,10,4,False,22,False,False,False
7230,Frau,Übung,Kärnten,2,7,3,True,24,False,True,True
7231,Frau,Übung,Steiermark,9,8,5,False,22,False,True,False
7232,Mann,Vorlesung,Wien,10,3,3,True,28,False,True,False
7233,Mann,Vorlesung,Steiermark,9,8,2,True,31,True,True,False
7234,Frau,Übung,Kärnten,10,3,9,True,22,False,True,False
7235,Frau,Übung,Kärnten,10,10,8,False,28,False,False,False
7236,Frau,Vorlesung,Steiermark,8,0,9,True,29,True,False,False
7237,Mann,Vorlesung,Wien,7,10,7,False,24,False,True,True
7238,Mann,Projekt,Steiermark,8,10,4,False,22,False,False,False
7239,Frau,Projekt,Steiermark,2,7,0,False,21,True,True,False
7240,Frau,Übung,Steiermark,9,8,6,True,23,True,True,False
7241,Frau,Übung,Wien,10,3,5,True,30,False,True,False
7242,Mann,Vorlesung,Wien,2,7,3,True,24,False,True,True
7243,Mann,Vorlesung,Steiermark,9,8,7,False,24,False,True,True
7244,Frau,Projekt,Kärnten,10,3,6,False,31,True,True,True
7245,Frau,Übung,Kärnten,9,8,8,True,25,True,True,True
7246,Frau,Übung,Steiermark,10,3,4,False,29,True,True,False
7247,Mann,Vorlesung,Wien,10,10,7,True,27,True,False,False
7248,Mann,Vorlesung,Steiermark,8,0,3,True,23,True,False,False
7249,Frau,Projekt,Steiermark,7,10,2,True,31,True,True,False
7250,Frau,Übung,Steiermark,8,10,6,False,24,False,False,True
7251,Frau,Übung,Wien,2,7,1,True,22,False,True,False
7252,Mann,Übung,Kärnten,9,8,8,True,25,True,True,True
7253,Mann,Übung,Kärnten,10,3,2,False,27,True,True,True
7254,Frau,Vorlesung,Steiermark,7,10,8,True,25,True,True,False
7255,Frau,Vorlesung,Steiermark,8,10,4,False,22,False,False,False
7256,Frau,Projekt,Wien,2,7,5,True,26,False,True,True
7257,Mann,Vorlesung,Wien,9,8,2,True,31,True,True,True
7258,Mann,Vorlesung,Steiermark,10,3,5,True,30,False,True,False
7259,Frau,Projekt,Kärnten,10,10,7,True,27,True,False,False
7260,Frau,Übung,Kärnten,8,0,2,False,22,False,False,False
7261,Frau,Übung,Kärnten,7,10,1,False,30,False,True,False
7262,Mann,Vorlesung,Steiermark,8,10,4,False,22,False,False,False
7263,Mann,Vorlesung,Wien,2,7,3,True,24,False,True,True
7264,Frau,Projekt,Steiermark,9,8,6,True,23,True,True,False
7265,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
7266,Frau,Übung,Wien,9,8,8,True,25,True,True,True
7267,Mann,Vorlesung,Kärnten,10,3,8,False,21,True,True,True
7268,Mann,Vorlesung,Kärnten,10,10,8,False,28,False,False,False
7269,Frau,Übung,Steiermark,8,0,4,False,24,False,False,True
7270,Frau,Übung,Steiermark,7,10,2,True,31,True,True,False
7271,Frau,Vorlesung,Wien,10,3,3,True,28,False,True,False
7272,Mann,Vorlesung,Wien,9,8,3,False,20,False,True,True
7273,Mann,Projekt,Steiermark,10,3,2,False,27,True,True,False
7274,Frau,Projekt,Kärnten,10,10,6,False,26,False,False,True
7275,Frau,Übung,Kärnten,8,0,9,True,29,True,False,False
7276,Frau,Übung,Steiermark,7,10,5,False,22,False,True,False
7277,Mann,Vorlesung,Wien,8,10,6,False,24,False,False,True
7278,Mann,Vorlesung,Steiermark,2,7,7,True,28,False,True,False
7279,Frau,Projekt,Steiermark,9,8,9,False,26,False,True,True
7280,Frau,Übung,Steiermark,10,3,8,False,21,True,True,False
7281,Frau,Übung,Wien,7,10,8,True,25,True,True,True
7282,Mann,Vorlesung,Kärnten,8,10,10,False,28,False,False,False
7283,Mann,Vorlesung,Kärnten,2,7,5,True,26,False,True,True
7284,Frau,Projekt,Kärnten,9,8,4,True,21,True,True,True
7285,Frau,Übung,Kärnten,10,3,9,True,22,False,True,False
7286,Frau,Übung,Steiermark,10,10,7,True,27,True,False,False
7287,Mann,Vorlesung,Wien,8,0,5,True,25,True,False,False
7288,Mann,Vorlesung,Steiermark,7,10,2,True,31,True,True,False
7289,Frau,Projekt,Steiermark,8,10,2,False,20,False,False,True
7290,Frau,Übung,Kärnten,2,7,4,False,25,True,True,True
7291,Frau,Übung,Steiermark,9,8,6,True,23,True,True,False
7292,Mann,Übung,Wien,10,3,9,True,22,False,True,False
7293,Mann,Vorlesung,Steiermark,9,8,8,True,25,True,True,False
7294,Frau,Vorlesung,Steiermark,10,3,5,True,30,False,True,False
7295,Frau,Projekt,Steiermark,10,10,6,False,26,False,False,True
7296,Frau,Übung,Wien,7,10,7,False,24,False,True,True
7297,Mann,Vorlesung,Kärnten,8,10,7,True,25,True,False,False
7298,Mann,Vorlesung,Kärnten,2,7,4,False,25,True,True,True
7299,Frau,Projekt,Steiermark,9,8,4,True,21,True,True,False
7300,Frau,Übung,Steiermark,10,3,3,True,28,False,True,False
7301,Frau,Übung,Wien,9,8,1,False,30,False,True,False
7302,Mann,Vorlesung,Wien,10,3,5,True,30,False,True,False
7303,Mann,Vorlesung,Steiermark,10,10,4,False,24,False,False,True
7304,Frau,Projekt,Kärnten,8,0,2,False,22,False,False,False
7305,Frau,Übung,Kärnten,7,10,3,False,20,False,True,True
7306,Frau,Übung,Steiermark,8,10,8,False,26,False,False,True
7307,Mann,Vorlesung,Wien,2,7,7,True,28,False,True,False
7308,Mann,Vorlesung,Steiermark,9,8,1,False,30,False,True,False
7309,Frau,Projekt,Steiermark,10,3,5,True,30,False,True,False
7310,Frau,Übung,Steiermark,9,8,1,False,30,False,True,False
7311,Frau,Übung,Kärnten,10,3,1,True,26,False,True,True
7312,Mann,Vorlesung,Kärnten,10,10,8,False,28,False,False,False
7313,Mann,Vorlesung,Steiermark,8,0,4,False,24,False,False,True
7314,Frau,Projekt,Wien,7,10,4,True,21,True,True,True
7315,Frau,Übung,Steiermark,8,10,5,True,23,True,False,False
7316,Frau,Übung,Steiermark,2,7,4,False,25,True,True,False
7317,Mann,Vorlesung,Wien,9,8,5,False,22,False,True,False
7318,Mann,Vorlesung,Steiermark,10,3,8,False,21,True,True,False
7319,Mann,Projekt,Kärnten,7,10,7,False,24,False,True,True
7320,Frau,Übung,Kärnten,8,10,2,False,20,False,False,True
7321,Frau,Übung,Steiermark,2,7,1,True,22,False,True,False
7322,Frau,Übung,Wien,9,8,8,True,25,True,True,True
7323,Mann,Übung,Steiermark,10,3,5,True,30,False,True,False
7324,Frau,Vorlesung,Steiermark,10,10,9,True,29,True,False,False
7325,Frau,Vorlesung,Steiermark,8,0,6,False,26,False,False,True
7326,Frau,Projekt,Wien,7,10,3,False,20,False,True,True
7327,Mann,Vorlesung,Kärnten,8,10,2,False,20,False,False,True
7328,Mann,Vorlesung,Kärnten,2,7,10,False,31,True,True,True
7329,Frau,Projekt,Steiermark,9,8,8,True,25,True,True,False
7330,Frau,Übung,Steiermark,10,3,8,False,21,True,True,False
7331,Frau,Übung,Wien,9,8,2,True,31,True,True,True
7332,Mann,Vorlesung,Wien,7,10,9,False,26,False,True,True
7333,Mann,Vorlesung,Steiermark,8,10,0,False,30,False,False,False
7334,Mann,Projekt,Kärnten,2,7,2,False,23,True,True,True
7335,Frau,Übung,Kärnten,9,8,2,True,31,True,True,True
7336,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
7337,Frau,Vorlesung,Kärnten,7,10,0,True,29,True,True,True
7338,Mann,Vorlesung,Kärnten,8,10,4,False,22,False,False,False
7339,Frau,Projekt,Steiermark,2,7,3,True,24,False,True,True
7340,Frau,Übung,Wien,9,8,4,True,21,True,True,True
7341,Frau,Übung,Steiermark,10,3,5,True,30,False,True,False
7342,Mann,Vorlesung,Steiermark,10,10,6,False,26,False,False,True
7343,Mann,Vorlesung,Kärnten,10,3,1,True,26,False,True,True
7344,Frau,Übung,Steiermark,9,8,5,False,22,False,True,False
7345,Frau,Übung,Steiermark,10,3,8,False,21,True,True,False
7346,Frau,Vorlesung,Wien,10,10,1,True,21,True,False,False
7347,Mann,Vorlesung,Wien,8,0,1,True,21,True,False,False
7348,Mann,Projekt,Steiermark,7,10,7,False,24,False,True,True
7349,Frau,Projekt,Kärnten,8,10,3,True,21,True,False,False
7350,Frau,Übung,Kärnten,2,7,7,True,28,False,True,False
7351,Frau,Übung,Steiermark,9,8,6,True,23,True,True,False
7352,Mann,Vorlesung,Wien,10,3,1,True,26,False,True,True
7353,Mann,Vorlesung,Steiermark,7,10,9,False,26,False,True,True
7354,Frau,Projekt,Steiermark,8,10,2,False,20,False,False,True
7355,Frau,Übung,Steiermark,2,7,0,False,21,True,True,False
7356,Frau,Übung,Wien,9,8,4,True,21,True,True,True
7357,Mann,Übung,Kärnten,10,3,10,False,23,True,True,True
7358,Mann,Vorlesung,Kärnten,10,10,2,False,22,False,False,False
7359,Frau,Vorlesung,Steiermark,8,0,9,True,29,True,False,False
7360,Frau,Projekt,Steiermark,7,10,2,True,31,True,True,False
7361,Frau,Übung,Wien,8,10,7,True,25,True,False,False
7362,Mann,Vorlesung,Wien,2,7,7,True,28,False,True,False
7363,Mann,Vorlesung,Steiermark,9,8,1,False,30,False,True,False
7364,Frau,Projekt,Kärnten,10,3,4,False,29,True,True,True
7365,Frau,Übung,Kärnten,9,8,7,False,24,False,True,True
7366,Frau,Übung,Steiermark,10,10,5,True,25,True,False,False
7367,Mann,Vorlesung,Wien,8,0,6,False,26,False,False,True
7368,Mann,Vorlesung,Steiermark,7,10,7,False,24,False,True,True
7369,Frau,Projekt,Steiermark,8,10,7,True,25,True,False,False
7370,Frau,Übung,Kärnten,2,7,1,True,22,False,True,False
7371,Frau,Übung,Kärnten,9,8,7,False,24,False,True,True
7372,Mann,Vorlesung,Steiermark,10,3,9,True,22,False,True,False
7373,Mann,Vorlesung,Wien,7,10,3,False,20,False,True,True
7374,Frau,Projekt,Steiermark,8,10,4,False,22,False,False,False
7375,Frau,Übung,Steiermark,2,7,9,True,30,False,True,False
7376,Frau,Übung,Wien,2,7,2,False,23,True,True,True
7377,Mann,Übung,Wien,9,8,2,True,31,True,True,True
7378,Mann,Vorlesung,Steiermark,10,3,8,False,21,True,True,False
7379,Frau,Vorlesung,Kärnten,7,10,1,False,30,False,True,False
7380,Frau,Projekt,Kärnten,8,10,9,True,27,True,False,False
7381,Frau,Übung,Steiermark,2,7,4,False,25,True,True,False
7382,Mann,Vorlesung,Wien,9,8,5,False,22,False,True,False
7383,Mann,Vorlesung,Steiermark,10,3,9,True,22,False,True,False
7384,Frau,Projekt,Steiermark,10,10,4,False,24,False,False,True
7385,Frau,Übung,Kärnten,8,0,2,False,22,False,False,False
7386,Frau,Übung,Kärnten,7,10,3,False,20,False,True,True
7387,Mann,Vorlesung,Steiermark,8,10,1,True,31,True,False,False
7388,Mann,Vorlesung,Wien,2,7,0,False,21,True,True,True
7389,Frau,Projekt,Steiermark,9,8,2,True,31,True,True,False
7390,Frau,Übung,Steiermark,10,3,1,True,26,False,True,True
7391,Frau,Übung,Wien,9,8,6,True,23,True,True,True
7392,Mann,Vorlesung,Wien,10,3,4,False,29,True,True,True
7393,Mann,Vorlesung,Steiermark,2,7,2,False,23,True,True,False
7394,Frau,Projekt,Kärnten,9,8,5,False,22,False,True,False
7395,Frau,Übung,Kärnten,10,3,1,True,26,False,True,True
7396,Frau,Übung,Steiermark,10,10,6,False,26,False,False,True
7397,Mann,Vorlesung,Wien,8,0,3,True,23,True,False,False
7398,Mann,Vorlesung,Steiermark,7,10,4,True,21,True,True,False
7399,Mann,Projekt,Kärnten,8,10,9,True,27,True,False,False
7400,Frau,Übung,Kärnten,2,7,1,True,22,False,True,False
7401,Frau,Übung,Steiermark,9,8,6,True,23,True,True,False
7402,Frau,Vorlesung,Wien,10,3,9,True,22,False,True,False
7403,Mann,Vorlesung,Steiermark,9,8,7,False,24,False,True,True
7404,Frau,Projekt,Steiermark,10,10,1,True,21,True,False,False
7405,Frau,Übung,Steiermark,8,0,9,True,29,True,False,False
7406,Frau,Übung,Wien,7,10,2,True,31,True,True,True
7407,Mann,Vorlesung,Wien,8,10,9,True,27,True,False,False
7408,Mann,Vorlesung,Steiermark,2,7,7,True,28,False,True,False
7409,Frau,Projekt,Kärnten,9,8,6,True,23,True,True,True
7410,Frau,Übung,Kärnten,10,3,8,False,21,True,True,True
7411,Frau,Übung,Steiermark,7,10,1,False,30,False,True,False
7412,Mann,Vorlesung,Wien,8,10,3,True,21,True,False,False
7413,Mann,Vorlesung,Steiermark,2,7,4,False,25,True,True,False
7414,Frau,Projekt,Steiermark,2,7,7,True,28,False,True,False
7415,Frau,Übung,Steiermark,9,8,7,False,24,False,True,True
7416,Frau,Übung,Wien,10,3,6,False,31,True,True,True
7417,Mann,Vorlesung,Kärnten,7,10,2,True,31,True,True,True
7418,Frau,Vorlesung,Kärnten,8,10,5,True,23,True,False,False
7419,Frau,Projekt,Steiermark,2,7,7,True,28,False,True,False
7420,Frau,Übung,Steiermark,9,8,0,True,29,True,True,False
7421,Mann,Übung,Wien,10,3,8,False,21,True,True,True
7422,Mann,Vorlesung,Wien,10,10,6,False,26,False,False,True
7423,Mann,Vorlesung,Steiermark,8,0,6,False,26,False,False,True
7424,Frau,Projekt,Kärnten,7,10,5,False,22,False,True,False
7425,Frau,Übung,Kärnten,8,10,6,False,24,False,False,True
7426,Frau,Übung,Steiermark,2,7,8,False,29,True,True,False
7427,Mann,Übung,Kärnten,9,8,8,True,25,True,True,True
7428,Mann,Vorlesung,Kärnten,10,3,5,True,30,False,True,False
7429,Frau,Vorlesung,Steiermark,9,8,5,False,22,False,True,False
7430,Frau,Projekt,Wien,10,10,1,True,21,True,False,False
7431,Frau,Übung,Steiermark,8,0,6,False,26,False,False,True
7432,Mann,Vorlesung,Steiermark,7,10,2,True,31,True,True,False
7433,Mann,Vorlesung,Kärnten,8,10,4,False,22,False,False,False
7434,Frau,Projekt,Steiermark,2,7,7,True,28,False,True,False
7435,Frau,Übung,Steiermark,9,8,8,True,25,True,True,False
7436,Frau,Übung,Wien,10,3,7,True,20,False,True,True
7437,Mann,Vorlesung,Wien,7,10,8,True,25,True,True,True
7438,Mann,Vorlesung,Steiermark,8,10,2,False,20,False,False,True
7439,Frau,Projekt,Kärnten,2,7,6,False,27,True,True,True
7440,Frau,Übung,Kärnten,2,7,6,False,27,True,True,True
7441,Mann,Übung,Steiermark,9,8,4,True,21,True,True,False
7442,Frau,Vorlesung,Wien,10,3,7,True,20,False,True,True
7443,Frau,Vorlesung,Steiermark,7,10,8,True,25,True,True,False
7444,Frau,Projekt,Steiermark,8,10,4,False,22,False,False,False
7445,Mann,Übung,Steiermark,2,7,2,False,23,True,True,False
7446,Frau,Übung,Wien,9,8,1,False,30,False,True,False
7447,Mann,Übung,Kärnten,8,10,0,False,30,False,False,False
7448,Mann,Vorlesung,Kärnten,2,7,5,True,26,False,True,True
7449,Frau,Vorlesung,Steiermark,2,7,3,True,24,False,True,True
7450,Frau,Projekt,Kärnten,9,8,2,True,31,True,True,True
7451,Frau,Übung,Kärnten,10,3,0,False,25,True,True,True
7452,Mann,Vorlesung,Steiermark,7,10,3,False,20,False,True,True
7453,Mann,Vorlesung,Wien,8,10,7,True,25,True,False,False
7454,Frau,Projekt,Steiermark,2,7,9,True,30,False,True,False
7455,Frau,Übung,Steiermark,2,7,4,False,25,True,True,False
7456,Frau,Übung,Steiermark,9,8,3,False,20,False,True,True
7457,Mann,Vorlesung,Wien,10,3,6,False,31,True,True,True
7458,Mann,Vorlesung,Steiermark,10,10,4,False,24,False,False,True
7459,Frau,Projekt,Steiermark,8,0,3,True,23,True,False,False
7460,Frau,Übung,Steiermark,7,10,9,False,26,False,True,True
7461,Frau,Übung,Wien,8,10,1,True,31,True,False,False
7462,Mann,Vorlesung,Kärnten,2,7,5,True,26,False,True,True
7463,Mann,Vorlesung,Kärnten,9,8,6,True,23,True,True,True
7464,Frau,Projekt,Steiermark,10,3,6,False,31,True,True,False
7465,Mann,Übung,Steiermark,9,8,7,False,24,False,True,True
7466,Frau,Übung,Wien,10,10,9,True,29,True,False,False
7467,Frau,Vorlesung,Wien,8,0,2,False,22,False,False,False
7468,Frau,Vorlesung,Steiermark,7,10,6,True,23,True,True,False
7469,Mann,Projekt,Kärnten,8,10,5,True,23,True,False,False
7470,Frau,Übung,Kärnten,2,7,9,True,30,False,True,False
7471,Frau,Übung,Steiermark,9,8,4,True,21,True,True,False
7472,Mann,Vorlesung,Wien,10,3,2,False,27,True,True,True
7473,Mann,Vorlesung,Steiermark,7,10,7,False,24,False,True,True
7474,Frau,Projekt,Steiermark,8,10,1,True,31,True,False,False
7475,Frau,Übung,Steiermark,2,7,2,False,23,True,True,False
7476,Frau,Übung,Wien,2,7,9,True,30,False,True,False
7477,Mann,Vorlesung,Kärnten,9,8,8,True,25,True,True,True
7478,Mann,Vorlesung,Kärnten,10,3,6,False,31,True,True,True
7479,Frau,Projekt,Kärnten,2,7,0,False,21,True,True,True
7480,Frau,Übung,Kärnten,9,8,9,False,26,False,True,True
7481,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
7482,Mann,Vorlesung,Wien,10,10,1,True,21,True,False,False
7483,Mann,Vorlesung,Steiermark,8,0,8,False,28,False,False,False
7484,Frau,Projekt,Steiermark,7,10,7,False,24,False,True,True
